# Initial guess: [-7.13711867e-04  5.27124702e-01  1.73778234e+02]
# Polynomial degree: 2
#            2
# -0.004715 x + 1.232 x + 143.4
# dam bottom method: grwl_intersection
CumArea,Elevation,Storage,Storage (mil. m3),Elevation_Observed
96.5,218.44919288682854,4325776225.584981,4325.776225584981,
96.75,218.5294819682299,4344540375.127217,4344.540375127217,
97.0,218.60918162295062,4363324523.261469,4363.324523261469,
97.25,218.68829185099062,4382128522.631065,4382.128522631066,
97.5,218.76681265234993,4400952225.879337,4400.952225879337,
97.75,218.84474402702858,4419795485.649613,4419.7954856496135,
98.0,218.92208597502653,4438658154.585224,4438.658154585224,
98.25,218.99883849634378,4457540085.329499,4457.540085329499,
98.5,219.07500159098035,4476441130.525768,4476.441130525768,
98.75,219.15057525893621,4495361142.817362,4495.361142817362,
98.811,219.168925777809,4499980490.504209,4499.980490504208,219.0
99.0,219.22555950021143,4514299981.643109,4514.299981643109,
99.25,219.29995431480592,4533257486.055341,4533.25748605534,
99.5,219.37375970271972,4552233515.492886,4552.233515492885,
99.75,219.44697566395286,4571227922.599073,4571.227922599073,
100.0,219.5196021985053,4590240560.017235,4590.240560017234,
100.25,219.59163930637703,4609271280.390699,4609.271280390699,
100.5,219.6630869875681,4628319936.362797,4628.319936362796,
100.75,219.73394524207848,4647386380.576857,4647.386380576856,
101.0,219.80421406990814,4666470465.6762085,4666.470465676209,
101.25,219.87389347105716,4685572044.304183,4685.572044304183,
101.5,219.94298344552544,4704690969.10411,4704.690969104109,
101.581,219.9652421723033,4710889200.361687,4710.889200361687,220.0
101.75,220.01148399331305,4723827100.78798,4723.82710078798,
102.0,220.07939511442,4742980275.8618,4742.9802758618,
102.25,220.14671680884624,4762150355.037562,4762.150355037562,
102.5,220.2134490765918,4781337190.958596,4781.337190958596,
102.75,220.27959191765666,4800540636.268231,4800.5406362682315,
103.0,220.34514533204083,4819760543.6097975,4819.760543609797,
103.25,220.41010931974432,4838996765.626624,4838.9967656266235,
103.5,220.4744838807671,4858249154.962042,4858.249154962042,
103.75,220.53826901510922,4877517564.25938,4877.51756425938,
104.0,220.60146472277063,4896801846.161969,4896.801846161969,
104.25,220.66407100375136,4916101853.313138,4916.101853313138,
104.4,220.7013518475331,4927689349.138197,4927.689349138197,221.0
104.5,220.72608785805141,4935417447.197618,4935.417447197618,
104.75,220.78751528567076,4954748462.775937,4954.748462775937,
105.0,220.84835328660944,4974094761.532826,4974.094761532826,
105.25,220.9086018608674,4993456196.111615,4993.456196111615,
105.5,220.9682610084447,5012832619.155633,5012.8326191556325,
105.75,221.0273307293413,5032223883.30821,5032.22388330821,
106.0,221.0858110235572,5051629841.212677,5051.629841212677,
106.25,221.14370189109243,5071050345.5123625,5071.050345512363,
106.5,221.20100333194696,5090485248.850596,5090.485248850596,
106.75,221.2577153461208,5109934403.870708,5109.934403870709,
107.0,221.31383793361397,5129397663.216029,5129.397663216029,
